Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Class,"AnonymousDerivedProtectedToPublicInImpl",0,1,0,0,6,0,1,1,1,1,1,0,1,0,1,0,0,,0,0,,,,,2,0,0,0,0,2,2,0,0,0,0,2,,6,0,6,3,0,0,0,0,,,,2,2,0,0,,,,,,1,1,1,1,,1,,,0,0.00,2,2,2,2
Public Function,"AnonymousDerivedProtectedToPublicInImpl::AnonymousDerivedProtectedToPublicInImpl",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"AnonymousDerivedProtectedToPublicInImpl::~AnonymousDerivedProtectedToPublicInImpl",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"AsyncCrazyLibraryCloseWithContext",,,,5,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,31,5,23,6,16,3,0,0,11,4,15,17,3,0,14,3,3,3,1,0,,,,,0,,1,0,,0.13,,,,
Function,"BMPtoUTF8",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,11,3,8,0,0,0,5,3,5,7,1,0,6,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Function,"Bar",,,,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,8,1,6,0,0,0,4,1,6,6,0,0,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"Bar",,,,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,3,15,3,11,0,0,0,6,3,11,13,2,0,11,3,3,3,1,0,,,,,0,,2,0,,0.00,,,,
Struct,"Base",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,,,,,1,0,0,0,0,1,1,0,0,0,0,1,,3,0,3,2,0,0,0,0,,,,1,1,0,0,,,,,,0,0,0,0,,0,,,0,0.00,0,0,0,0
Abstract Class,"Base",0,1,0,0,5,0,1,1,1,1,1,0,1,0,0,0,10,,0,0,,,,,2,0,0,0,0,2,2,0,0,0,0,2,,5,0,5,3,1,0,0,0,,,,2,2,0,0,,,,,,1,1,1,1,,0,,,0,0.00,1,1,1,1
Public Virtual Function,"Base::~Base",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"Baz",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,4,2,0,0,0,0,,,,1,1,0,0,,,,,,0,0,0,0,,0,,,0,0.00,0,0,0,0
Class,"BlinkGCPluginAction",0,8,0,5,31,1,2,2,3,1,9,0,8,0,1,4,0,,0,0,,,,,3,1,1,0,0,3,3,0,0,0,2,1,,37,5,31,10,15,1,0,0,,,,20,6,0,14,,,,,,6,6,7,1,,1,,,0,0.03,8,8,9,3
Public Function,"BlinkGCPluginAction::BlinkGCPluginAction",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Protected Virtual Function,"BlinkGCPluginAction::CreateASTConsumer",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,3,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Protected Virtual Function,"BlinkGCPluginAction::ParseArgs",,,,2,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,2,19,4,14,0,0,0,8,6,10,15,2,0,13,6,6,7,1,4,,,,,0,,2,0,,0.00,,,,
Class,"BlinkGCPluginConsumer",1,14,1,118,858,81,3,3,3,1,16,1,14,1,1,22,0,,0,0,,,,,58,44,0,0,44,58,58,0,0,0,0,58,,1046,118,858,266,571,81,0,0,,,,623,240,2,381,,,,,,20,20,24,15,,1,,,93,0.09,187,187,216,103
Public Function,"BlinkGCPluginConsumer::BlinkGCPluginConsumer",,,,4,89,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,97,4,89,6,82,4,0,0,51,1,42,42,0,0,42,1,1,1,1,0,,,,,0,,0,0,,0.04,,,,
Public Function,"BlinkGCPluginConsumer::CheckClass",,,,10,52,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,67,10,52,6,37,5,0,0,41,7777,19,38,3,0,35,20,20,24,1,2,,,,,0,,4,0,,0.10,,,,
Public Function,"BlinkGCPluginConsumer::CheckDispatch",,,,7,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,7,37,9,28,5,0,0,19,181,18,29,7,0,22,14,14,20,3,2,,,,,2,,2,2,,0.14,,,,
Public Function,"BlinkGCPluginConsumer::CheckFinalization",,,,6,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,41,6,31,3,23,4,0,0,23,22,14,23,2,0,21,10,10,12,3,2,,,,,2,,3,2,,0.13,,,,
Public Function,"BlinkGCPluginConsumer::CheckLeftMostDerived",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,5,0,0,0,5,3,3,5,1,0,4,3,3,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::CheckPolymorphicClass",,,,7,46,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,65,7,46,8,36,12,0,0,19,84,20,36,3,0,33,17,17,20,15,27,,,,,27,,6,27,,0.26,,,,
Public Function,"BlinkGCPluginConsumer::CheckRecord",,,,4,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,4,18,3,14,2,0,0,10,5,9,13,2,0,11,5,5,6,4,3,,,,,3,,2,3,,0.11,,,,
Public Function,"BlinkGCPluginConsumer::CheckTraceMethod",,,,4,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,40,4,31,6,21,5,0,0,14,40,14,22,2,0,20,9,9,9,4,3,,,,,3,,3,3,,0.16,,,,
Public Function,"BlinkGCPluginConsumer::CheckTraceOrDispatchMethod",,,,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,8,2,5,1,0,0,3,2,2,3,1,0,2,2,2,4,1,0,,,,,0,,1,0,,0.13,,,,
Public Function,"BlinkGCPluginConsumer::CheckTracingMethod",,,,2,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,2,16,4,12,3,0,0,10,5,7,11,1,0,10,5,5,5,3,2,,,,,2,,3,2,,0.19,,,,
Public Function,"BlinkGCPluginConsumer::CheckUnneededFinalization",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::DeclaresVirtualMethods",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,1,5,0,0,0,6,3,5,7,0,1,6,3,3,4,3,3,,,,,3,,2,3,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::DumpClass",,,,8,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,91,8,81,19,54,2,0,0,18,5,19,26,12,0,14,4,4,4,1,1,,,,,0,,1,0,,0.02,,,,
Public Function,"BlinkGCPluginConsumer::GetDependentTemplatedDecl",,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,2,10,4,8,0,0,0,5,3,5,7,2,0,5,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::GetFilename",,,,0,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,10,4,7,2,0,0,7,2,6,7,3,0,4,2,2,2,1,1,,,,,0,,1,0,,0.20,,,,
Public Function,"BlinkGCPluginConsumer::GetLeftMostBase",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,0,13,1,10,0,0,0,9,5,6,9,0,0,9,4,4,5,3,4,,,,,4,,2,3,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::GetLocString",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,0,12,4,9,0,0,0,9,2,7,8,3,0,5,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::HandleTranslationUnit",,,,5,43,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,50,5,43,2,35,12,0,0,20,25,17,23,1,0,22,7,7,8,1,2,,,,,0,,2,0,,0.28,,,,
Public Function,"BlinkGCPluginConsumer::HasNonEmptyFinalizer",,,,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,0,20,2,15,0,0,0,15,15,9,15,1,0,14,7,7,9,7,8,,,,,8,,2,8,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::InCheckedNamespace",,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,0,15,2,10,0,0,0,8,5,5,9,1,0,8,5,5,5,5,5,,,,,5,,3,5,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::InIgnoredDirectory",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,10,3,7,1,0,0,7,4,7,10,2,1,7,4,4,4,4,4,,,,,4,,2,4,,0.10,,,,
Public Function,"BlinkGCPluginConsumer::IsIgnored",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,1,4,0,0,0,4,1,1,1,0,0,1,1,1,4,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::IsIgnoredClass",,,,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,7,2,5,2,0,0,6,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.29,,,,
Public Function,"BlinkGCPluginConsumer::NoteBaseRequiresFinalization",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,4,4,0,0,0,6,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteBaseRequiresTracing",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,4,4,0,0,0,6,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteField",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteField",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,4,3,0,0,0,3,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteFieldContainsGCRoot",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteFieldRequiresTracing",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteManualDispatchMethod",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,6,4,3,0,0,0,3,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteOverriddenNonVirtualTrace",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,4,4,0,0,0,3,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NotePartObjectContainsGCRoot",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,8,5,5,0,0,0,5,1,5,5,4,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteUserDeclaredDestructor",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,6,4,3,0,0,0,3,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::NoteUserDeclaredFinalizer",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,6,4,3,0,0,0,3,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportBaseClassMustDeclareVirtualTrace",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,0,8,5,4,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportBaseRequiresTracing",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,0,9,6,4,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassContainsGCRoots",,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,19,0,19,8,13,0,0,0,11,3,11,13,6,0,7,3,3,3,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassContainsInvalidFields",,,,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,39,0,39,9,31,0,0,0,8,24,19,28,7,0,21,11,11,14,1,6,,,,,0,,2,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassDeclaresPureVirtualTrace",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,0,8,5,4,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassDoesNotRequireFinalization",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,4,4,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassMustDeclareGCMixinTraceMethod",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,8,4,5,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassMustLeftMostlyDeriveGC",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,7,4,4,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassOverridesNew",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,6,4,3,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassRequiresFinalization",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,7,4,4,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportClassRequiresTraceMethod",,,,2,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,2,19,4,14,0,0,0,14,9,10,14,3,0,11,5,5,5,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportDerivesNonStackAllocated",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,7,4,4,0,0,0,6,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportFieldsRequireTracing",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,0,13,4,9,0,0,0,10,3,7,9,3,0,6,3,3,3,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportFinalizerAccessesFinalizedFields",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,0,14,7,8,0,0,0,7,2,7,8,4,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportLeftMostBaseMustBePolymorphic",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,0,8,5,4,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportMissingDispatch",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,0,8,6,3,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportMissingDispatchMethod",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,6,4,3,0,0,0,4,1,4,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportMissingFinalizeDispatch",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportMissingFinalizeDispatchMethod",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportMissingTraceDispatch",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportMissingTraceDispatchMethod",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportOverriddenNonVirtualTrace",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,0,10,6,5,0,0,0,6,1,5,5,3,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::ReportVirtualAndManualDispatch",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,0,9,5,5,0,0,0,5,1,5,5,3,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BlinkGCPluginConsumer::getErrorLevel",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,1,2,0,0,0,2,1,1,1,0,0,1,2,2,2,1,0,,,,,0,,0,0,,0.00,,,,
Struct,"BlinkGCPluginOptions",0,5,0,0,14,0,1,1,1,1,5,0,5,0,0,2,0,,0,0,,,,,1,7,0,0,7,1,1,0,0,0,0,1,,14,0,14,13,0,0,0,0,,,,8,8,0,0,,,,,,1,1,1,1,,0,,,42,0.00,1,1,1,1
Public Function,"BlinkGCPluginOptions::BlinkGCPluginOptions",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,5,0,0,0,0,5,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
File,"C:\6611\latest version - 44\src\chrome\browser\chromeos\login\screenshot_testing\SkDiffPixelsMetric_cpu.cpp",9,90,13,12,92,20,17,17,21,1,112,9,90,13,,,,0,,,,,,1,,,,,,,,,,,,,,124,12,90,22,68,20,0,2,,,48,65,15,0,50,,,,,,17,17,21,1,,,4,,,0.22,17,17,21,1
File,"C:\6611\latest version - 44\src\chrome\browser\chromeos\login\screenshot_testing\SkImageDiffer.cpp",0,2,0,6,10,7,1,1,1,1,2,0,2,0,,,,0,,,,,,3,,,,,,,,,,,,,,23,6,8,5,2,7,0,2,,,2,5,5,0,0,,,,,,1,1,1,1,,,0,,,0.88,3,3,3,3
File,"C:\6611\latest version - 44\src\chrome\browser\chromeos\login\screenshot_testing\SkPMetric.cpp",3,21,2,69,362,50,4,4,4,1,26,3,21,2,,,,0,,,,,,15,,,,,,,,,,,,,,480,66,333,133,219,45,29,8,,,236,295,119,1,175,,,,,,25,25,25,3,,,5,,,0.14,62,62,67,19
File,"C:\6611\latest version - 44\src\chrome\third_party\mozilla_security_manager\nsNSSCertHelper.cpp",2,29,1,91,915,80,7,4,7,2,32,2,29,1,,,,1,,,,,,29,,,,,,,,,,,,,,1083,91,896,181,726,80,0,19,,,491,711,137,0,574,,,,,,76,24,76,13,,,5,,,0.09,209,120,215,58
File,"C:\6611\latest version - 44\src\chrome\third_party\mozilla_security_manager\nsNSSCertificate.cpp",0,12,1,6,28,42,4,4,4,1,13,0,12,1,,,,0,,,,,,2,,,,,,,,,,,,,,75,6,26,7,15,42,0,2,,,11,19,6,0,13,,,,,,5,5,5,1,,,2,,,1.62,7,7,7,2
File,"C:\6611\latest version - 44\src\chrome\third_party\mozilla_security_manager\nsUsageArrayHelper.cpp",0,26,1,5,31,38,4,4,4,1,27,0,26,1,,,,0,,,,,,1,,,,,,,,,,,,,,73,5,28,19,19,38,0,3,,,7,12,7,0,5,,,,,,4,4,4,1,,,3,,,1.36,4,4,4,1
File,"C:\6611\latest version - 44\src\content\shell\tools\plugin\PluginObject.cpp",3,21,0,194,1237,61,4,4,4,2,24,3,21,0,,,,0,,,,,,52,,,,,,,,,,,,,,1488,194,1229,442,856,61,0,8,,,587,774,226,0,548,,,,,,41,41,41,40,,,3,,,0.05,190,190,224,147
