Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"BGLView::EmbeddedView",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::EnableDirectMode",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"BGLView::ErrorCallback",,,,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,7,2,3,2,0,0,2,1,4,4,1,0,3,1,1,1,1,0,,,,,0,,0,0,,0.29,,,,
Public Function,"BGLView::FrameResized",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::GetSupportedSuites",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::Hide",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::LockGL",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,2,3,0,0,0,2,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::MessageReceived",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::Perform",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::ResolveSpecifier",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,6,3,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::SetResizingMode",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::Show",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::SwapBuffers",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::SwapBuffers",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,10,3,5,0,0,0,4,2,5,6,2,0,4,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"BGLView::UnlockGL",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,2,3,0,0,0,2,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::_ReservedGLView1",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::_ReservedGLView2",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::_ReservedGLView3",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::_ReservedGLView4",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::_ReservedGLView5",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::_ReservedGLView6",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::_ReservedGLView7",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::_ReservedGLView8",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"BGLView::confirm_dither",,,,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.25,,,,
Public Function,"BGLView::dither_front",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"BGLView::draw",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"BGLView::drawScanline",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"BGLView::lock_draw",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"BGLView::scanlineHandler",,,,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,4,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.25,,,,
Public Function,"BGLView::unlock_draw",,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.33,,,,
Public Function,"BGLView::validateView",,,,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.25,,,,
Public Function,"BGLView::~BGLView",,,,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,6,2,3,1,0,0,3,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.17,,,,
Function,"BMPtoUTF8",,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,11,3,8,0,0,0,5,3,5,7,1,0,6,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Class,"Baz",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,4,2,0,0,0,0,,,,1,1,0,0,,,,,,0,0,0,0,,0,,,0,0.00,0,0,0,0
File,"C:\6611\src\chrome\third_party\mozilla_security_manager\nsNSSCertHelper.cpp",2,29,1,87,902,79,7,4,7,2,32,2,29,1,,,,0,,,,,,29,,,,,,,,,,,,,,1065,87,884,179,717,79,0,18,,,486,707,135,0,572,,,,,,76,24,76,13,,,5,,,0.09,210,121,216,58
File,"C:\6611\src\chrome\third_party\mozilla_security_manager\nsNSSCertificate.cpp",0,12,1,7,30,42,4,4,4,1,13,0,12,1,,,,0,,,,,,2,,,,,,,,,,,,,,78,7,26,7,15,42,0,4,,,11,19,6,0,13,,,,,,5,5,5,1,,,2,,,1.62,7,7,7,2
File,"C:\6611\src\chrome\third_party\mozilla_security_manager\nsUsageArrayHelper.cpp",0,26,1,5,31,38,4,4,4,1,27,0,26,1,,,,0,,,,,,1,,,,,,,,,,,,,,73,5,28,19,19,38,0,3,,,7,12,7,0,5,,,,,,4,4,4,1,,,3,,,1.36,4,4,4,1
File,"C:\6611\src\net\third_party\mozilla_security_manager\nsKeygenHandler.cpp",18,129,25,29,172,73,18,18,20,9,165,18,129,25,,,,0,,,,,,1,,,,,,,,,,,,,,261,29,161,53,122,73,0,11,,,75,95,22,0,73,,,,,,18,18,20,9,,,2,,,0.45,18,18,20,9
File,"C:\6611\src\net\third_party\mozilla_security_manager\nsNSSCertificateDB.cpp",7,50,13,30,166,85,10,10,11,7,70,7,50,13,,,,0,,,,,,3,,,,,,,,,,,,,,277,30,153,47,120,85,0,13,,,66,98,19,0,79,,,,,,13,13,15,12,,,2,,,0.56,31,31,34,21
File,"C:\6611\src\net\third_party\mozilla_security_manager\nsPKCS12Blob.cpp",3,30,6,50,318,124,6,5,7,3,38,3,29,6,,,,1,,,,,,9,,,,,,,,,,,,,,486,50,299,84,193,124,5,14,,,153,238,83,1,154,,,,,,30,21,30,15,,,4,,,0.41,55,46,60,33
File,"C:\6611\src\sandbox\win\src\sidestep\ia32_modrm_map.cpp",0,0,0,6,72,79,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,92,6,70,70,68,79,0,2,,,2,4,4,0,0,,,,,,0,0,0,0,,,0,,,1.13,0,0,0,0
File,"C:\6611\src\sandbox\win\src\sidestep\ia32_opcode_map.cpp",0,0,0,36,1100,1069,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,1159,36,1099,1099,1097,1069,0,1,,,26,28,28,0,0,,,,,,0,0,0,0,,,0,,,0.97,0,0,0,0
File,"C:\6611\src\sandbox\win\src\sidestep\mini_disassembler.cpp",4,29,14,51,265,127,8,4,9,2,41,4,29,14,,,,0,,,,,,9,,,,,,,,,,,,,,395,51,261,39,212,127,1,4,,,128,210,25,0,185,,,,,,41,11,41,7,,,3,,,0.49,76,37,81,22
File,"C:\6611\src\sandbox\win\src\sidestep\preamble_patcher_with_stub.cpp",5,26,17,28,88,65,4,4,5,3,48,5,24,17,,,,0,,,,,,3,,,,,,,,,,,,,,179,28,75,28,53,65,0,13,,,35,51,17,0,34,,,,,,9,9,11,7,,,2,,,0.87,13,13,15,9
File,"C:\6611\src\skia\ext\SkMemory_new_handler.cpp",0,9,0,11,58,8,2,2,2,1,9,0,7,0,,,,0,,,,,,6,,,,,,,,,,,,,,77,11,44,10,23,7,3,12,,,19,31,10,0,21,,,,,,4,4,4,1,,,2,,,0.16,12,12,12,6
File,"C:\6611\src\skia\ext\SkTypeface_fake.cpp",0,3,0,6,10,5,1,1,1,1,3,0,3,0,,,,0,,,,,,3,,,,,,,,,,,,,,21,6,9,3,2,5,0,1,,,2,5,3,0,2,,,,,,1,1,1,1,,,0,,,0.56,3,3,3,3
File,"C:\6611\src\third_party\jsoncpp\overrides\src\lib_json\json_value.cpp",0,13,0,223,1597,127,3,2,3,1,14,0,11,0,,,,0,,,,,,106,,,,,,,,,,,,,,1924,214,1178,339,591,115,317,146,,,366,667,153,2,512,,,,,,13,9,36,10,,,4,,,0.10,292,209,359,149
File,"C:\6611\src\third_party\mesa\MesaLib\src\gallium\auxiliary\gallivm\f.cpp",2,13,2,12,29,44,2,2,2,1,16,2,13,2,,,,0,,,,,,2,,,,,,,,,,,,,,85,12,25,8,9,44,0,4,,,5,11,3,1,7,,,,,,3,2,3,1,,,1,,,1.76,4,4,4,2
File,"C:\6611\src\third_party\mesa\MesaLib\src\gallium\auxiliary\gallivm\lp_bld_misc.cpp",1,11,4,32,93,55,1,1,1,1,16,1,8,4,,,,0,,,,,,4,,,,,,,,,,,,,,180,22,31,13,14,52,51,30,,,10,19,10,0,9,,,,,,2,2,2,1,,,1,,,1.68,5,5,5,4
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ast_expr.cpp",2,20,0,10,64,22,1,1,1,1,22,2,20,0,,,,0,,,,,,3,,,,,,,,,,,,,,96,10,61,50,48,22,0,3,,,7,10,4,0,6,,,,,,1,1,2,1,,,0,,,0.36,3,3,4,3
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ast_function.cpp",12,53,15,200,753,290,8,8,10,3,80,12,53,15,,,,0,,,,,,14,,,,,,,,,,,,,,1241,200,748,298,590,290,0,5,,,419,531,200,2,329,,,,,,29,29,38,23,,,5,,,0.39,115,105,133,47
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ast_to_hir.cpp",14,62,22,428,1691,678,12,10,16,3,97,14,62,22,,,,0,,,,,,27,,,,,,,,,,,,,,2770,428,1684,363,1353,678,0,7,,,761,1072,210,0,862,,,,,,101,55,132,32,,,6,,,0.40,318,264,419,103
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ast_type.cpp",2,29,1,9,91,24,2,2,5,1,30,2,29,1,,,,0,,,,,,3,,,,,,,,,,,,,,122,9,88,64,70,24,0,3,,,8,15,5,0,10,,,,,,4,4,11,1,,,2,,,0.27,6,6,16,3
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\builtin_function.cpp",6,34,1,31,19144,29,5,5,8,1,41,6,34,1,,,,0,,,,,,4,,,,,,,,,,,,,,19203,31,19138,19022,19096,29,0,6,,,172,193,135,0,58,,,,,,14,14,26,3,,,2,,,0.00,20,20,32,6
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\glsl_lexer.cpp",4,37,4,420,2638,474,20,16,20,7,44,4,33,4,,,,0,,,,,,46,,,,,,,,,,,,,,3488,414,2108,728,1716,468,55,502,,,2277,2882,220,8,2654,,,,,,769,580,770,291,,,6,,,0.22,904,713,911,352
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\glsl_parser.cpp",94,323,59,708,3978,574,53,16,56,43,475,94,275,58,,,,0,,,,,,6,,,,,,,,,,,,,,5233,686,3029,1556,2391,526,508,632,,,1280,1587,217,237,1133,,,,,,286,69,301,244,,,4,,,0.17,315,96,334,261
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\glsl_parser_extras.cpp",2,16,0,136,587,41,4,3,5,1,18,2,16,0,,,,0,,,,,,35,,,,,,,,,,,,,,763,136,575,112,388,41,0,12,,,284,422,56,0,366,,,,,,35,15,35,9,,,3,,,0.07,134,96,159,47
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\glsl_symbol_table.cpp",0,6,1,18,104,38,2,2,2,1,6,0,6,1,,,,1,,,,,,17,,,,,,,,,,,,,,160,18,103,32,47,38,0,1,,,43,66,32,0,34,,,,,,5,5,6,4,,,3,,,0.37,26,26,29,22
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\glsl_types.cpp",2,15,1,85,360,54,3,3,4,2,18,2,15,1,,,,0,,,,,,23,,,,,,,,,,,,,,498,85,350,101,202,54,0,10,,,140,226,46,0,180,,,,,,18,7,22,18,,,2,,,0.15,80,58,85,53
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\hir_field_selection.cpp",9,52,12,11,58,34,12,12,13,1,73,9,52,12,,,,0,,,,,,1,,,,,,,,,,,,,,103,11,52,13,40,34,0,6,,,21,32,8,0,24,,,,,,12,12,13,1,,,3,,,0.65,12,12,13,1
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir.cpp",2,14,3,196,894,206,3,3,4,1,18,2,14,3,,,,0,,,,,,58,,,,,,,,,,,,,,1239,196,880,307,601,206,0,14,,,424,633,139,1,493,,,,,,26,20,32,17,,,4,,,0.23,202,165,225,115
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_algebraic.cpp",4,30,2,64,349,61,8,6,10,6,36,4,30,2,,,,1,,,,,,11,,,,,,,,,,,,,,474,64,344,54,246,61,0,5,,,168,264,32,0,232,,,,,,49,34,59,35,,,3,,,0.18,92,71,110,76
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_basic_block.cpp",2,16,6,13,70,66,4,4,4,1,23,2,16,6,,,,1,,,,,,4,,,,,,,,,,,,,,149,13,66,21,35,66,0,4,,,36,50,16,0,34,,,,,,11,11,12,1,,,3,,,1.00,14,14,15,4
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_clone.cpp",2,13,1,78,283,44,3,2,3,1,16,2,13,1,,,,1,,,,,,21,,,,,,,,,,,,,,405,78,279,91,168,44,0,4,,,142,204,66,0,138,,,,,,9,5,9,1,,,2,,,0.16,59,50,59,21
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_constant_expression.cpp",8,101,4,104,1017,76,32,21,36,13,114,8,101,4,,,,0,,,,,,10,,,,,,,,,,,,,,1195,104,1011,159,868,76,0,6,,,652,987,146,0,841,,,,,,163,113,184,65,,,5,,,0.08,319,214,360,132
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_constant_folding.cpp",2,12,2,22,83,42,3,3,3,1,16,2,12,2,,,,1,,,,,,6,,,,,,,,,,,,,,147,22,78,25,40,42,0,5,,,37,54,21,0,33,,,,,,6,6,7,5,,,3,,,0.54,17,17,18,10
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_constant_propagation.cpp",3,17,2,74,293,70,4,3,4,2,22,3,17,2,,,,3,,,,,,15,,,,,,,,,,,,,,437,74,287,91,176,70,0,6,,,184,242,80,0,162,,,,,,22,16,25,12,,,3,,,0.24,56,50,66,34
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_constant_variable.cpp",3,15,1,30,124,44,3,3,4,2,19,3,15,1,,,,1,,,,,,7,,,,,,,,,,,,,,198,30,120,50,62,44,0,4,,,71,93,40,0,53,,,,,,6,6,7,6,,,4,,,0.37,22,22,26,14
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_copy_propagation.cpp",2,12,2,60,214,74,2,2,2,1,16,2,12,2,,,,3,,,,,,15,,,,,,,,,,,,,,348,60,209,78,108,74,0,5,,,126,157,67,0,90,,,,,,5,5,7,4,,,2,,,0.35,31,31,37,20
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_dead_code.cpp",7,31,9,18,66,58,8,8,10,3,46,7,31,9,,,,0,,,,,,2,,,,,,,,,,,,,,142,18,62,16,44,58,0,4,,,28,42,13,0,29,,,,,,10,10,14,5,,,4,,,0.94,15,15,19,6
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_dead_code_local.cpp",2,13,1,36,141,52,3,3,3,1,17,2,13,1,,,,3,,,,,,9,,,,,,,,,,,,,,229,36,137,44,73,52,0,4,,,73,100,39,1,60,,,,,,12,12,14,3,,,4,,,0.38,27,27,30,11
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_dead_functions.cpp",2,9,2,28,85,39,2,2,2,1,12,2,9,2,,,,2,,,,,,7,,,,,,,,,,,,,,152,28,80,33,33,39,0,5,,,43,57,29,0,28,,,,,,5,5,6,3,,,2,,,0.49,14,14,15,9
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_div_to_mul_rcp.cpp",4,17,2,19,58,38,2,2,3,1,23,4,17,2,,,,1,,,,,,3,,,,,,,,,,,,,,115,19,56,12,35,38,0,2,,,27,34,10,0,24,,,,,,5,5,6,1,,,2,,,0.68,7,7,8,3
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_explog_to_explog2.cpp",2,12,0,12,44,30,2,2,2,1,14,2,12,0,,,,1,,,,,,3,,,,,,,,,,,,,,85,12,41,12,22,30,0,3,,,18,23,10,0,13,,,,,,3,3,3,1,,,1,,,0.73,5,5,5,3
File,"C:\6611\src\third_party\mesa\MesaLib\src\glsl\ir_expression_flattening.cpp",2,9,0,14,44,34,2,2,2,1,11,2,9,0,,,,1,,,,,,4,,,,,,,,,,,,,,92,14,39,17,15,34,0,5,,,19,25,14,0,11,,,,,,2,2,3,1,,,1,,,0.87,6,6,7,4
